contract_id,contract_template,contract_date,client_name,P2_incident_or_lower_respond_time,P1_incident_respond_time,Payment_terms,SLA_Terms,Penalty_clause_SLA_breach, contract_value ,start_date,end_date,contract_status,contract_customer,contract_business_owner
591,CT006,26/05/2022,Rath LLC,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 292,941.45 ",24/12/2020,05/07/2026,Pending,Pete Phethean,Orel Maunton
592,CT002,11/04/2023,Braun and Sons,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 948,699.47 ",28/12/2024,03/03/2026,Pending,Hogan MacSwayde,Quinlan Hartzenberg
593,CT003,17/10/2026,Braun Group,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 204,885.42 ",20/09/2021,08/05/2027,Pending,Elyn Yourell,Orel Maunton
594,CT006,29/08/2023,Blanda-Labadie,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 564,862.50 ",08/08/2021,26/05/2026,Inactive,Horst Carlill,Quinlan Hartzenberg
595,CT005,22/04/2023,Jacobi-Balistreri,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 166,966.81 ",15/08/2024,05/08/2027,Active,Windy Langland,Gaspar Proud
596,CT008,09/10/2023,"Quigley, Bins and Berge",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 156,468.46 ",18/07/2023,18/11/2026,Active,Cayla Winspeare,Roxie Moylane
597,CT006,06/10/2024,Farrell and Sons,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 848,322.91 ",09/03/2020,02/04/2025,Inactive,Sonya Annand,Dasi Lockyear
598,CT004,19/04/2020,Stehr LLC,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 357,192.22 ",12/03/2022,22/06/2025,Pending,Lazare Keeri,Buck Garrick
599,CT005,04/06/2026,Hansen-Runolfsdottir,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 77,609.94 ",04/06/2023,15/06/2026,Active,Valina Russen,Royall Badder
600,CT005,04/11/2026,Kerluke Group,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 622,868.12 ",02/04/2021,24/11/2026,Active,Robyn Kelsell,Timothee Probbin
601,CT005,27/09/2021,Gorczany-Funk,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 439,310.73 ",14/08/2021,08/12/2026,Inactive,Tristam Bonnell,Baudoin Drescher
602,CT001,21/07/2020,Crist Inc,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 362,663.56 ",02/12/2020,09/09/2025,Active,Mirilla Itzkovwitch,Tallie Bodd
603,CT008,17/12/2021,Fadel-Bosco,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 186,329.48 ",11/10/2020,03/03/2026,Inactive,Maire McGahey,Pall Duester
604,CT001,11/09/2023,Leuschke Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 270,082.98 ",06/12/2021,21/06/2026,Pending,Ignacius Fazackerley,Timothee Probbin
605,CT004,30/06/2026,O'Conner Inc,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 436,127.52 ",22/02/2021,03/10/2025,Pending,Adara Beevors,Gaspar Proud
606,CT005,31/01/2021,"Dach, Steuber and Witting",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 633,291.75 ",14/02/2020,05/05/2026,Pending,Andrey Phalip,Dougie Colebourn
607,CT007,21/06/2023,Roberts and Sons,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 298,261.17 ",10/02/2020,20/06/2025,Active,Garth Tupp,Nadean Fairbeard
608,CT007,23/05/2023,"Gottlieb, Turcotte and Kunde",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 60,423.57 ",07/08/2021,11/01/2027,Active,Inez Markus,Roxie Moylane
609,CT003,04/06/2021,Thompson Group,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 130,169.70 ",24/09/2020,14/05/2025,Pending,Barth Iannuzzelli,Royall Badder
610,CT003,31/12/2022,"Breitenberg, Thiel and Reichert",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 429,585.67 ",07/02/2021,24/12/2026,Pending,Marga Coady,Pall Duester
611,CT006,02/04/2021,Gottlieb-Cummerata,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 564,793.43 ",20/05/2021,04/11/2027,Inactive,Ashlin Atty,Buck Garrick
612,CT001,11/02/2025,Ankunding and Sons,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 891,934.76 ",08/01/2020,09/10/2027,Inactive,Tommy Leheude,Dasi Lockyear
613,CT006,11/11/2026,Emmerich-Grady,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 338,933.13 ",05/05/2022,26/03/2026,Active,Bjorn Godney,Orel Maunton
614,CT005,22/06/2021,Rippin-Volkman,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 910,798.69 ",20/04/2021,08/01/2027,Active,Dov Gery,Reid Laval
615,CT001,09/09/2022,Hudson-Murazik,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 996,432.31 ",30/06/2021,03/04/2026,Active,Corny Hambridge,Michaela Broszkiewicz
616,CT007,10/08/2026,Heidenreich Group,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 590,225.48 ",04/09/2024,21/09/2025,Pending,Aurora Pele,Timothee Probbin
617,CT001,20/04/2022,Veum-Lemke,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 871,654.93 ",05/01/2022,29/06/2025,Inactive,Lucine Baggett,Nadean Fairbeard
618,CT004,12/11/2022,"Tillman, Wisozk and Gerhold",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 535,033.41 ",25/05/2020,27/08/2027,Pending,Prissie Clementson,Baudoin Drescher
619,CT005,30/12/2022,Stokes and Sons,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 99,376.36 ",24/07/2023,16/11/2025,Pending,Valerie Phillott,Nadean Fairbeard
620,CT001,21/05/2020,"Roberts, Larson and Crist",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 604,618.19 ",23/10/2021,30/06/2026,Active,Cindra Killiner,Gaspar Proud
621,CT002,08/12/2021,"Mante, Watsica and Weissnat",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 318,666.12 ",10/12/2022,18/10/2026,Inactive,Gael Shirt,Royall Badder
622,CT004,23/04/2020,"Vandervort, Walter and Schimmel",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 570,244.55 ",07/06/2022,13/03/2025,Active,Elbertine Rymell,Nadean Fairbeard
623,CT003,26/03/2026,Block-Anderson,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 85,700.89 ",05/03/2023,22/10/2027,Active,Analiese Tyt,Roxie Moylane
624,CT007,12/10/2022,"Boehm, Flatley and Purdy",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 513,475.19 ",10/12/2021,09/06/2025,Inactive,Vida Rasher,Nadean Fairbeard
625,CT007,10/05/2023,"Feest, Ledner and Watsica",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 324,217.39 ",29/12/2023,02/05/2027,Inactive,Rita Petrecz,Hestia Commin
626,CT008,12/06/2021,"Beatty, Mraz and Jakubowski",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 670,348.77 ",09/10/2023,21/12/2026,Inactive,Kass Thomelin,Sebastien Szubert
627,CT007,21/01/2024,"Ullrich, Batz and Zboncak",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 949,609.46 ",26/01/2023,08/11/2027,Active,Lian Clere,Sky Riddington
628,CT002,15/07/2020,Hammes Inc,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 299,030.97 ",09/01/2021,25/02/2025,Inactive,Egon Sturrock,Sebastien Szubert
629,CT004,13/11/2020,"Kuhlman, Schulist and Kutch",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 409,353.50 ",30/10/2021,31/08/2025,Active,Brnaba Callaby,Orel Maunton
630,CT006,05/09/2026,Walter-Johnson,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 770,987.88 ",15/06/2024,30/11/2026,Pending,Cyril MacTrustrie,Dougie Colebourn
631,CT008,09/07/2020,Funk and Sons,provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 824,992.67 ",23/01/2022,04/06/2027,Active,Gianni Tod,Orel Maunton
632,CT005,20/10/2022,Littel Inc,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 413,469.71 ",14/11/2023,06/09/2025,Pending,Sella Sterke,Quinlan Hartzenberg
633,CT007,29/10/2024,"Blick, Jones and Terry",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 824,778.97 ",08/03/2020,05/12/2026,Inactive,Lillian Birchill,Pall Duester
634,CT001,30/11/2026,"Becker, Prosacco and Green",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 604,687.78 ",25/12/2023,08/04/2026,Inactive,Cyrus Dicey,Gerti Dovermann
635,CT004,27/04/2022,Leannon-Smith,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 927,271.79 ",08/05/2020,12/08/2026,Inactive,Boyd Valasek,Hestia Commin
636,CT003,01/01/2026,Hansen-Casper,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 725,150.10 ",18/01/2021,04/06/2027,Active,Rustin Fauning,Nadean Fairbeard
637,CT002,28/08/2023,Greenfelder-Treutel,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 288,692.26 ",03/03/2022,31/05/2025,Pending,Evyn Rains,Royall Badder
638,CT001,14/01/2021,Ortiz-Deckow,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 953,689.76 ",01/02/2022,30/09/2027,Active,Meredith Austing,Hestia Commin
639,CT007,08/01/2026,Veum Inc,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 859,769.70 ",01/07/2021,15/09/2027,Inactive,Gus Quinnette,Gerti Dovermann
640,CT007,03/01/2024,"Ruecker, Rolfson and Wuckert",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 472,077.82 ",26/04/2024,07/03/2027,Inactive,Rosamund McAirt,Timothee Probbin
641,CT007,29/11/2026,Mills-Howell,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 988,019.20 ",30/09/2024,18/02/2026,Pending,Emanuel Bolstridge,Nadean Fairbeard
642,CT001,14/10/2021,Stokes Group,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 635,000.55 ",03/10/2024,05/09/2027,Pending,Bryn Edginton,Baudoin Drescher
643,CT005,07/07/2025,"Roberts, Pagac and Stamm",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 697,447.30 ",18/08/2021,01/09/2027,Active,Austin Palffrey,Gerti Dovermann
644,CT006,02/09/2024,Kris-Bartell,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 514,824.05 ",09/04/2020,30/12/2025,Pending,Dani Lidgley,Pall Duester
645,CT002,29/01/2025,Yundt and Sons,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 839,891.01 ",07/05/2021,31/05/2026,Pending,Mirna Hakewell,Nadean Fairbeard
646,CT001,04/08/2020,"Vandervort, Thompson and Cronin",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 650,318.43 ",13/12/2020,18/07/2025,Pending,Neely Boland,Orel Maunton
647,CT007,10/11/2026,Gleason and Sons,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 167,992.18 ",26/11/2021,28/11/2026,Pending,Jerrine Kingswood,Buck Garrick
648,CT005,14/05/2023,Beier Inc,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 753,083.45 ",14/07/2021,07/06/2026,Active,Malcolm Ostler,Gaspar Proud
649,CT001,26/10/2023,Cummings Inc,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 367,497.51 ",30/10/2022,05/09/2027,Active,Zack Cunnane,Michaela Broszkiewicz
